"","PWSID","PWS_NAME","NPM_CANDIDATE","PRIMACY_AGENCY_CODE","EPA_REGION","SEASON_BEGIN_DATE","SEASON_END_DATE","PWS_ACTIVITY_CODE","PWS_DEACTIVATION_DATE","PWS_TYPE_CODE","CDS_ID","GW_SW_CODE","OWNER_TYPE_CODE","POPULATION_SERVED_COUNT","PRIMACY_TYPE","PRIMARY_SOURCE_CODE","IS_GRANT_ELIGIBLE_IND","IS_WHOLESALER_IND","IS_SCHOOL_OR_DAYCARE_IND","SERVICE_CONNECTIONS_COUNT","SUBMISSION_STATUS_CODE","ORG_NAME","CITY_NAME","ZIP_CODE","STATE_CODE","SOURCE_WATER_PROTECTION_CODE","SOURCE_PROTECTION_BEGIN_DATE","OUTSTANDING_PERFORMER","OUTSTANDING_PERFORM_BEGIN_DATE","CITIES_SERVED","COUNTIES_SERVED","PWSID_STATE"
"20994","PA7380014","SUNRISE TRAILER CT","Y","PA","3","","","A","","CWS",NA,"GW","P","200","State","GW","Y","N","N","69","Y","SUNRISE TRAILER CT","LEBANON","17046","PA","","","","","Not Reported","Lebanon","PA"
"20995","PA7380016","LEBANON VALLEY MHC","Y","PA","3","","","A","","CWS",NA,"GW","P","160","State","GW","Y","N","N","70","Y","LEBANON VALLEY MHC","CARLISLE","17013","PA","","","","","Not Reported","Lebanon","PA"
"20996","PA7380019","LAKESIDE MHP","Y","PA","3","","","A","","CWS",NA,"GW","P","40","State","GW","Y","N","N","19","Y","LAKESIDE MHP","HERSHEY","17033","PA","","","","","Not Reported","Lebanon","PA"
"20997","PA7380022","TIMBER SERVICE CORP","Y","PA","3","","","A","","CWS",NA,"GW","P","50","State","GW","Y","N","N","17","Y","TIMBER SERVICE CORP","MT GRETNA","17064","PA","","","","","Not Reported","Lebanon","PA"
"20998","PA7380023","MT GRETNA CAMPMEETING ASSN","Y","PA","3","","","A","","CWS",NA,"GW","P","375","State","GW","Y","N","N","242","Y","MT GRETNA CAMPMEETING ASSN","MT GRETNA","17064","PA","","","","","Not Reported","Lebanon","PA"
"20999","PA7380024","MT GRETNA AUTH","Y","PA","3","","","A","","CWS",NA,"GW","L","485","State","GW","Y","N","N","211","Y","MT GRETNA AUTH","MT. GRETNA","17064","PA","","","","","Not Reported","Lebanon","PA"
"21000","PA7380025","MYERSTOWN WATER AUTH","Y","PA","3","","","A","","CWS",NA,"SW","L","9500","State","GU","Y","N","N","2545","Y","MYERSTOWN WATER AUTH","MYERSTOWN","17067","PA","","","","","Not Reported","Lebanon","PA"
"21001","PA7380026","COUNTRY ACRES MHP","Y","PA","3","","","A","","CWS",NA,"GW","P","400","State","GW","Y","N","N","136","Y","COUNTRY ACRES MHP","MYERSTOWN","17067","PA","","","","","Not Reported","Lebanon","PA"
"21002","PA7380027","TWIN MAPLES MHP","Y","PA","3","","","A","","CWS",NA,"GW","P","280","State","GW","Y","N","N","96","Y","TWIN MAPLES MHP","LEBANON","17042","PA","","","","","Not Reported","Lebanon","PA"
"21003","PA7380028","NEWMANSTOWN WATER AUTH","Y","PA","3","","","A","","CWS",NA,"GW","L","2335","State","GW","Y","N","N","912","Y","NEWMANSTOWN WATER AUTH","NEWMANSTOWN","17073","PA","","","","","Not Reported","Lebanon","PA"
"21004","PA7380029","UPPER LAWN MHP","Y","PA","3","","","A","","CWS",NA,"GW","P","293","State","GW","Y","N","N","115","Y","UPPER LAWN MHP","PALMYRA","17078","PA","","","","","Not Reported","Lebanon","PA"
"21005","PA7380031","QUENTIN WATER CO","Y","PA","3","","","A","","CWS",NA,"GW","P","700","State","GW","Y","N","N","270","Y","QUENTIN WATER CO","QUENTIN","17083","PA","","","","","Not Reported","Lebanon","PA"
"21006","PA7380032","RICHLAND BORO WATER SUPPLY","Y","PA","3","","","A","","CWS",NA,"GW","L","1700","State","GW","Y","N","N","557","Y","RICHLAND BORO WATER SUPPLY","RICHLAND","17087","PA","","","","","Not Reported","Lebanon","PA"
"21007","PA7380033","HEIDELBERG TWP MUNI AUTH","Y","PA","3","","","A","","CWS",NA,"GW","L","975","State","GW","Y","N","N","505","Y","HEIDELBERG TWP MUNI AUTH","SCHAEFFERSTOWN","17088","PA","","","","","Not Reported","Lebanon","PA"
"21008","PA7380034","RIDGEVIEW MHP & APTS","Y","PA","3","","","A","","CWS",NA,"GW","P","30","State","GW","Y","N","N","2","Y","RIDGEVIEW MHP & APTS","ELIZABETHTOWN","17022","PA","","","","","Not Reported","Lebanon","PA"
"21009","PA7380035","FREDERICKSBURG WATER AUTH","Y","PA","3","","","A","","CWS",NA,"SW","L","1200","State","SWP","Y","N","N","522","Y","FREDERICKSBURG WATER AUTH","FREDERICKSBURG","17026","PA","","","","","Not Reported","Lebanon","PA"
"21010","PA7380039","MT GRETNA HEIGHTS WATER SYS","Y","PA","3","","","A","","CWS",NA,"GW","P","125","State","GW","Y","N","N","70","Y","MT GRETNA HEIGHTS WATER SYS","MT GRETNA","17064","PA","","","","","Not Reported","Lebanon","PA"
"21015","PA5300004","BRAVE WATER AUTH","Y","PA","3","","","A","","CWS",NA,"SW","L","200","State","SWP","Y","N","N","86","Y","BRAVE WATER AUTH","BRAVE","15316","PA","","","","","Not Reported","Greene","PA"
"21016","PA5300005","MUN AUTH BORO OF CARMICHAELS","Y","PA","3","","","A","","CWS",NA,"SW","L","4700","State","SW","Y","N","N","1600","Y","MUN AUTH BORO OF CARMICHAELS","CARMICHAELS","15320","PA","","","","","Not Reported","Greene","PA"
"21017","PA5300007","DUNKARD VALLEY JT MUNI AUTH","Y","PA","3","","","A","","CWS",NA,"SW","L","1233","State","SW","Y","N","N","493","Y","DUNKARD VALLEY JT MUNI AUTH","GREENSBORO","15338","PA","","","","","Not Reported","Greene","PA"
"21018","PA7220036","STEELTON BORO WATER AUTH","Y","PA","3","","","A","","CWS",NA,"SW","L","6300","State","SW","Y","N","N","2402","Y","STEELTON BORO WATER AUTH","STEELTON","17113","PA","","","","","Not Reported","Dauphin","PA"
"21019","PA7220037","WILLIAMSTOWN BORO AUTH","Y","PA","3","","","A","","CWS",NA,"SW","L","2390","State","SW","Y","N","N","887","Y","WILLIAMSTOWN BORO AUTH","WILLIAMSTOWN","17098","PA","","","","","Not Reported","Dauphin","PA"
"21020","PA7220038","SUEZ MIDDLETOWN","Y","PA","3","","","A","","CWS",NA,"GW","L","9300","State","GW","Y","N","N","2723","Y","SUEZ MIDDLETOWN","MIDDLETOWN","17057","PA","","","","","Not Reported","Dauphin","PA"
"21021","PA7220040","HALIFAX AREA WATER & SEWER AUT","Y","PA","3","","","A","","CWS",NA,"GW","L","2278","State","GW","Y","N","N","700","Y","HALIFAX AREA WATER & SEWER AUT","HALIFAX","17032","PA","","","","","Not Reported","Dauphin","PA"
"21023","PA7220045","ROYALTON BORO","Y","PA","3","","","A","","CWS",NA,"GW","L","1083","State","GWP","Y","N","N","580","Y","ROYALTON BORO","ROYALTON","17057","PA","","","","","Not Reported","Dauphin","PA"
"21024","PA7220046","PILLOW BORO AUTH","Y","PA","3","","","A","","CWS",NA,"GW","L","312","State","GW","Y","N","N","131","Y","PILLOW BORO AUTH","PILLOW","17080","PA","","","","","Not Reported","Dauphin","PA"
"21025","PA7220047","LOYALTON WATER ASSN","Y","PA","3","","","A","","CWS",NA,"GW","P","100","State","GW","Y","N","N","48","Y","LOYALTON WATER ASSN","LYKENS","17048","PA","","","","","Not Reported","Dauphin","PA"
"21026","PA7220048","SHORT MOUNTAIN VILLAGE MHP","Y","PA","3","","","A","","CWS",NA,"GW","P","53","State","GW","Y","N","N","17","Y","SHORT MOUNTAIN VILLAGE MHP","WINDFIELD","17889","PA","","","","","Not Reported","Dauphin","PA"
"21040","PA1460034","NORTH PENN WATER AUTHORITY","Y","PA","3","","","A","","CWS",NA,"SW","L","91941","State","SWP","Y","N","N","29779","Y","NORTH PENN WATER AUTHORITY","LANSDALE","19446","PA","","","","","Not Reported","Montgomery","PA"
"21041","PA1460035","AWC VALLEY FORGE CROSSING MHP","Y","PA","3","","","A","","CWS",NA,"GW","P","250","State","GW","Y","N","N","218","Y","AWC VALLEY FORGE CROSSING MHP","NORRISTOWN","19403","PA","","","","","Not Reported","Montgomery","PA"
"21042","PA1460036","UPPER HANOVER WATER AUTHORITY","Y","PA","3","","","A","","CWS",NA,"GW","L","4600","State","GW","Y","N","N","2131","Y","UPPER HANOVER WATER AUTHORITY","EAST GREENVILLE","18041","PA","","","","","Not Reported","Montgomery","PA"
"21046","PA2080807","WYALUSING VALLEY RTRMNT & PCH","Y","PA","3","","","A","","CWS",NA,"GW","P","59","State","GW","Y","N","N","1","Y","WYALUSING VALLEY RTRMNT & PCH","WYALUSING","18853","PA","","","","","Not Reported","Bradford","PA"
"21048","PA1460037","POTTSTOWN BOROUGH WATER AUTH","Y","PA","3","","","A","","CWS",NA,"SW","L","36000","State","SW","Y","N","N","12000","Y","POTTSTOWN BOROUGH WATER AUTH","POTTSTOWN","19464","PA","","","","","Not Reported","Montgomery","PA"
"21049","PA1460038","SHANERS MOBILE HOME PARK","Y","PA","3","","","A","","CWS",NA,"GW","P","220","State","GW","Y","N","N","120","Y","SHANERS MOBILE HOME PARK","NEW BERLINVILLE","19545","PA","","","","","Not Reported","Montgomery","PA"
"21050","PA1460039","RED HILL WATER AUTHORITY","Y","PA","3","","","A","","CWS",NA,"GW","L","2500","State","GW","Y","N","N","1300","Y","RED HILL WATER AUTHORITY","EAST GREENVILLE","18041","PA","","","","","Not Reported","Montgomery","PA"
"21051","PA1460042","SCHWENKSVILLE BOROUGH AUTH","Y","PA","3","","","A","","CWS",NA,"GW","L","5200","State","GW","Y","N","N","1780","Y","SCHWENKSVILLE BOROUGH AUTH","SCHWENKSVILLE","19473","PA","","","","","Not Reported","Montgomery","PA"
"21061","PA6610017","COOPERSTOWN WATER COMPANY","Y","PA","3","","","A","","CWS",NA,"GW","P","360","State","GW","Y","N","N","128","Y","COOPERSTOWN WATER COMPANY","RENO","16343","PA","","","","","Not Reported","Venango","PA"
"21062","PA6610019","AQUA PA EMLENTON","Y","PA","3","","","A","","CWS",NA,"SW","P","915","State","SW","Y","N","N","413","Y","AQUA PA EMLENTON","SHARON","16146","PA","","","","","Not Reported","Venango","PA"
"21083","PA2408001","HCA ROAN FILTER PLANT","Y","PA","3","","","A","","CWS",NA,"SW","L","45000","State","SW","Y","N","N","15152","Y","HCA ROAN FILTER PLANT","HAZLETON","18201","PA","","","","","Not Reported","Luzerne","PA"
"21084","PA2408007","HCA DELANO PARK PLACE","Y","PA","3","","","A","","CWS",NA,"GW","L","1017","State","GW","Y","N","N","338","Y","HCA DELANO PARK PLACE","HAZLETON","18201","PA","","","","","Not Reported","Luzerne","PA"
"21085","PA2450084","LYNWOOD ACRES MOBILE HOME PARK","Y","PA","3","","","A","","CWS",NA,"GW","P","77","State","GW","Y","N","N","38","Y","LYNWOOD ACRES MOBILE HOME PARK","NEWTOWN SQUARE","19073","PA","","","","","Not Reported","Monroe","PA"
"21086","PA2450086","AQUA PENNSYLVANIA PINECREST","Y","PA","3","","","A","","CWS",NA,"GW","P","500","State","GW","Y","N","N","258","Y","AQUA PENNSYLVANIA PINECREST","HONESDALE","18431","PA","","","","","Not Reported","Monroe","PA"
"21087","PA2450087","GREEN MOUNTAIN ESTATES","Y","PA","3","","","A","","CWS",NA,"GW","P","108","State","GW","Y","N","N","38","Y","GREEN MOUNTAIN ESTATES","EASTON","18044","PA","","","","","Not Reported","Monroe","PA"
"21088","PA2450088","GLUCO LODGE","Y","PA","3","","","A","","CWS",NA,"GW","P","65","State","GW","Y","N","N","2","Y","GLUCO LODGE","STROUDSBURG","18360","PA","","","","","Not Reported","Monroe","PA"
"21089","PA2450089","EDGEWOOD AT COUNTRYSIDE APTS","Y","PA","3","","","A","","CWS",NA,"GW","P","80","State","GW","Y","N","N","33","Y","EDGEWOOD AT COUNTRYSIDE APTS","MT POCONO","18353","PA","","","","","Not Reported","Monroe","PA"
"21090","PA2450092","FOX GLEN GARDENS","Y","PA","3","","","A","","CWS",NA,"GW","P","95","State","GW","Y","N","N","28","Y","FOX GLEN GARDENS","BLAKELY","18447","PA","","","","","Not Reported","Monroe","PA"
"21093","PA1090163","PENNLAND FARMS","Y","PA","3","","","A","","CWS",NA,"GW","L","452","State","GW","Y","N","N","30","Y","PENNLAND FARMS","PERKASIE","18944","PA","","","","","Not Reported","Bucks","PA"
"21106","PA2520031","LAUREL WOODS MOBILE HOME PARK","Y","PA","3","","","A","","CWS",NA,"GW","P","70","State","GW","Y","N","N","26","Y","LAUREL WOODS MOBILE HOME PARK","HAWLEY","18428","PA","","","","","Not Reported","Pike","PA"
"21113","PA2590029","WATROUS WATER ASSOCIATION","Y","PA","3","","","A","","CWS",NA,"SW","P","75","State","GU","Y","N","N","15","Y","WATROUS WATER ASSOCIATION","GAINES","16921","PA","","","","","Not Reported","Tioga","PA"
"21114","PA2590031","TIOGA BORO MUNICIPAL AUTHORITY","Y","PA","3","","","A","","CWS",NA,"GW","L","615","State","GW","Y","N","N","328","Y","TIOGA BORO MUNICIPAL AUTHORITY","TIOGA","16946","PA","","","","","Not Reported","Tioga","PA"
"21115","PA2590033","BLOSSBURG MUNICIPAL AUTHORITY","Y","PA","3","","","A","","CWS",NA,"SW","L","1650","State","SW","Y","N","N","668","Y","BLOSSBURG MUNICIPAL AUTHORITY","BLOSSBURG","16912","PA","","","","","Not Reported","Tioga","PA"
"21116","PA2590035","ELKLAND BORO WATER AUTHORITY","Y","PA","3","","","A","","CWS",NA,"GW","L","1820","State","GW","Y","N","N","820","Y","ELKLAND BORO WATER AUTHORITY","ELKLAND","16920","PA","","","","","Not Reported","Tioga","PA"
"21117","PA2590036","KNOXVILLE WATER DEPARTMENT","Y","PA","3","","","A","","CWS",NA,"GW","L","590","State","GW","Y","N","N","315","Y","KNOXVILLE WATER DEPARTMENT","KNOXVILLE","16928","PA","","","","","Not Reported","Tioga","PA"
"21118","PA2590038","MANSFIELD BOROUGH MUN AUTH","Y","PA","3","","","A","","CWS",NA,"SW","L","4100","State","SW","Y","N","N","921","Y","MANSFIELD BOROUGH MUN AUTH","MANSFIELD","16933","PA","","","","","Not Reported","Tioga","PA"
"21119","PA2590041","DELMAR MEADOWS MHC","Y","PA","3","","","A","","CWS",NA,"GW","P","64","State","GW","Y","N","N","50","Y","DELMAR MEADOWS MHC","WELLSBORO","16901","PA","","","","","Not Reported","Tioga","PA"
"21120","PA2590042","WELLSBORO MUNICIPAL AUTHORITY","Y","PA","3","","","A","","CWS",NA,"SW","L","8225","State","SW","Y","N","N","1523","Y","WELLSBORO MUNICIPAL AUTHORITY","WELLSBORO","16901","PA","","","","","Not Reported","Tioga","PA"
"21121","PA2590043","WESTFIELD BOROUGH WATERWORKS","Y","PA","3","","","A","","CWS",NA,"GW","L","1300","State","GW","Y","N","N","550","Y","WESTFIELD BOROUGH WATERWORKS","WESTFIELD","16950","PA","","","","","Not Reported","Tioga","PA"
"21122","PA2590044","BLOSS TWP MUNICIPAL AUTHORITY","Y","PA","3","","","A","","CWS",NA,"GW","L","325","State","GW","Y","N","N","186","Y","BLOSS TWP MUNICIPAL AUTHORITY","ARNOT","16911","PA","","","","","Not Reported","Tioga","PA"
"21132","PA2580039","VILLAGE OF FOUR SEASONS","Y","PA","3","","","A","","CWS",NA,"GW","P","325","State","GW","Y","N","N","140","Y","VILLAGE OF FOUR SEASONS","UNION DALE","18470","PA","","","","","Not Reported","Susquehanna","PA"
"21133","PA2580040","TERRACE HILL MHP","Y","PA","3","","","A","","CWS",NA,"GW","P","90","State","GW","Y","N","N","47","Y","TERRACE HILL MHP","MONTROSE","18801","PA","","","","","Not Reported","Susquehanna","PA"
"21134","PA2580042","ELK MEADOWS","Y","PA","3","","","A","","CWS",NA,"GW","P","96","State","GW","Y","N","N","35","Y","ELK MEADOWS","UNION DALE","18470","PA","","","","","Not Reported","Susquehanna","PA"
"21135","PA2580046","GRACIOUS LIVING ESTATES PCH","Y","PA","3","","","A","","CWS",NA,"GW","P","77","State","GW","Y","N","N","1","Y","GRACIOUS LIVING ESTATES PCH","MONTROSE","18801","PA","","","","","Not Reported","Susquehanna","PA"
"21179","PA2400126","VALLEY GORGE MH PARK LLC","Y","PA","3","","","A","","CWS",NA,"GW","P","60","State","GW","Y","N","N","38","Y","VALLEY GORGE MH PARK LLC","FLEETWOOD","19522","PA","","","","","Not Reported","Luzerne","PA"
"21180","PA2400128","PAW SUTTON HILLS","Y","PA","3","","","A","","CWS",NA,"GW","P","185","State","GW","Y","N","N","78","Y","PAW SUTTON HILLS","NORRISTOWN","19401","PA","","","","","Not Reported","Luzerne","PA"
"21197","PA2450049","MANWALAMINK WATER COMPANY","Y","PA","3","","","A","","CWS",NA,"GW","P","3200","State","GW","Y","N","N","604","Y","MANWALAMINK WATER COMPANY","SHAWNEE ON DELAWARE","18356","PA","","","","","Not Reported","Monroe","PA"
"21198","PA2450053","TOBYHANNA ARMY DEPOT","Y","PA","3","","","A","","CWS",NA,"GW","F","3800","State","GW","Y","N","N","194","Y","TOBYHANNA ARMY DEPOT","TOBYHANNA","18466","PA","","","","","Not Reported","Monroe","PA"
"21199","PA2450054","AQUA PA SUN VALLEY","Y","PA","3","","","A","","CWS",NA,"GW","P","120","State","GW","Y","N","N","60","Y","AQUA PA SUN VALLEY","WHITEHAVEN","18661","PA","","","","","Not Reported","Monroe","PA"
"21200","PA2450056","VILLAGE AT CAMELBACK","Y","PA","3","","","A","","CWS",NA,"GW","P","309","State","GW","Y","N","N","104","Y","VILLAGE AT CAMELBACK","TANNERSVILLE","18372","PA","","","","","Not Reported","Monroe","PA"
"21201","PA2450063","PAWC POCONO DISTRICT","Y","PA","3","","","A","","CWS",NA,"GW","P","17860","State","GW","Y","N","N","7949","Y","PAWC POCONO DISTRICT","TOBYHANNA","18466","PA","","","","","Not Reported","Monroe","PA"
"21202","PA2450064","POCONO MANOR INN","Y","PA","3","","","A","","CWS",NA,"GW","P","300","State","GW","Y","N","N","45","Y","POCONO MANOR INN","POCONO MANOR","18349","PA","","","","","Not Reported","Monroe","PA"
"21203","PA2450068","MUSHROOM FARM","Y","PA","3","","","A","","CWS",NA,"GW","P","172","State","GW","Y","N","N","70","Y","MUSHROOM FARM","TOBYHANNA","18466","PA","","","","","Not Reported","Monroe","PA"
"21204","PA2450070","PLEASANT VIEW LAKES POA","Y","PA","3","","","A","","CWS",NA,"GW","P","389","State","GW","Y","N","N","120","Y","PLEASANT VIEW LAKES POA","KUNKLETOWN","18058","PA","","","","","Not Reported","Monroe","PA"
"21205","PA2450076","ESTATES AT HAMILTON HILLS","Y","PA","3","","","A","","CWS",NA,"GW","P","84","State","GW","Y","N","N","30","Y","ESTATES AT HAMILTON HILLS","ASHFIELD","18212","PA","","","","","Not Reported","Monroe","PA"
"21216","PA1150834","WESTTOWN SCHOOL","Y","PA","3","","","A","","CWS",NA,"SW","P","900","State","SWP","Y","N","Y","28","Y","WESTTOWN SCHOOL","WEST CHESTER","19382","PA","","","","","Not Reported","Chester","PA"
"21222","PA1460046","PA AMERICAN NORRISTOWN","Y","PA","3","","","A","","CWS",NA,"SW","P","86700","State","SW","Y","N","N","31670","Y","PA AMERICAN NORRISTOWN","NORRISTOWN","19401","PA","","","","","Not Reported","Montgomery","PA"
"21251","PA1460048","NORTH WALES WATER AUTHORITY","Y","PA","3","","","A","","CWS",NA,"SW","L","72496","State","SW","Y","N","N","21419","Y","NORTH WALES WATER AUTHORITY","NORTH WALES","19454","PA","","","","","Not Reported","Montgomery","PA"
"21252","PA1460050","TELFORD BOROUGH AUTHORITY","Y","PA","3","","","A","","CWS",NA,"SW","L","7700","State","SWP","Y","N","N","2979","Y","TELFORD BOROUGH AUTHORITY","TELFORD","18969","PA","","","","","Not Reported","Montgomery","PA"
"21298","PA2350026","PA AMER WATER CO SPANGENBERG","Y","PA","3","","","A","","CWS",NA,"GW","P","370","State","GW","Y","N","N","132","Y","PA AMER WATER CO SPANGENBERG","NORRISTOWN","19401","PA","","","","","Not Reported","Lackawanna","PA"
"21299","PA2350027","AQUA PA WATER CO MOSCOW","Y","PA","3","","","A","","CWS",NA,"GW","P","600","State","GW","Y","N","N","220","Y","AQUA PA WATER CO MOSCOW","HONESDALE","18428","PA","","","","","Not Reported","Lackawanna","PA"
"21300","PA2350028","CLARKS SUMMIT STATE HOSPITAL","Y","PA","3","","","A","","CWS",NA,"GW","S","747","State","GW","Y","N","N","20","Y","CLARKS SUMMIT STATE HOSPITAL","CLARKS SUMMIT","18411","PA","","","","","Not Reported","Lackawanna","PA"
"21301","PA2350029","AQUA PA WATER CO SUNSET HILLS","Y","PA","3","","","A","","CWS",NA,"GW","P","145","State","GW","Y","N","N","46","Y","AQUA PA WATER CO SUNSET HILLS","WHITE HAVEN","18661","PA","","","","","Not Reported","Lackawanna","PA"
"21302","PA2350032","PA AMER WATER CO OLWEN HEIGHTS","Y","PA","3","","","A","","CWS",NA,"GW","P","330","State","GW","Y","N","N","175","Y","PA AMER WATER CO OLWEN HEIGHTS","NORRISTOWN","19401","PA","","","","","Not Reported","Lackawanna","PA"
"21303","PA2350033","RBE WATER ASSOCIATION INC","Y","PA","3","","","A","","CWS",NA,"GW","P","175","State","GW","Y","N","N","72","Y","RBE WATER ASSOCIATION INC","ROARING BROOK TWP","18444","PA","","","","","Not Reported","Lackawanna","PA"
"21304","PA2350034","AQUA PA WATER CO ELMBROOK","Y","PA","3","","","A","","CWS",NA,"GW","P","300","State","GW","Y","N","N","129","Y","AQUA PA WATER CO ELMBROOK","HONESDALE","18428","PA","","","","","Not Reported","Lackawanna","PA"
"21305","PA2350036","AQUA PA WATER CO CHINCHILLA II","Y","PA","3","","","A","","CWS",NA,"GW","P","340","State","GW","Y","N","N","136","Y","AQUA PA WATER CO CHINCHILLA II","WHITE HAVEN","18661","PA","","","","","Not Reported","Lackawanna","PA"
"21318","PA2450093","AQUA PA ROBIN HOOD LAKES","Y","PA","3","","","A","","CWS",NA,"GW","P","492","State","GW","Y","N","N","243","Y","AQUA PA ROBIN HOOD LAKES","WHITE HAVEN","18661","PA","","","","","Not Reported","Monroe","PA"
"21349","PA1150206","PA AMERICAN PHOENIXVILLE","Y","PA","3","","","A","","CWS",NA,"SW","P","2684","State","SWP","Y","N","N","897","Y","PA AMERICAN PHOENIXVILLE","SPRING CITY","19475","PA","","","","","Not Reported","Chester","PA"
"21350","PA1150208","LAKE RD MHP MENU MATE MUSHROOM","Y","PA","3","","","A","","CWS",NA,"GW","P","65","State","GW","Y","N","N","10","Y","LAKE RD MHP MENU MATE MUSHROOM","TOUGHKENAMON","19374","PA","","","","","Not Reported","Chester","PA"
"21351","PA1150209","WETHERILL ESTATES","Y","PA","3","","","A","","CWS",NA,"GW","P","250","State","GW","Y","N","N","75","Y","WETHERILL ESTATES","EXTON","19341","PA","","","","","Not Reported","Chester","PA"
"21352","PA1150210","ST STEPHENS GREENE","Y","PA","3","","","A","","CWS",NA,"GW","L","130","State","GW","Y","N","N","34","Y","ST STEPHENS GREENE","WARRINGTON","18976","PA","","","","","Not Reported","Chester","PA"
"21353","PA1150213","NOTTINGHAM TOWERS APARTMENTS","Y","PA","3","","","A","","CWS",NA,"GW","P","180","State","GW","Y","N","N","55","Y","NOTTINGHAM TOWERS APARTMENTS","NARBERTH","19072","PA","","","","","Not Reported","Chester","PA"
"21354","PA1150214","PHILLIPS MUSHROOM FARMS","Y","PA","3","","","A","","CWS",NA,"GW","P","175","State","GW","Y","N","N","6","Y","PHILLIPS MUSHROOM FARMS","KENNETT SQUARE","19348","PA","","","","","Not Reported","Chester","PA"
"21355","PA1150215","RIDGLEA","Y","PA","3","","","A","","CWS",NA,"GW","P","900","State","GW","Y","N","N","303","Y","RIDGLEA","POTTSTOWN","19465","PA","","","","","Not Reported","Chester","PA"
"21356","PA1150216","SPRING RUN ESTATES WTP","Y","PA","3","","","A","","CWS",NA,"GW","P","450","State","GW","Y","N","N","238","Y","SPRING RUN ESTATES WTP","COATESVILLE","19320","PA","","","","","Not Reported","Chester","PA"
"21376","NY5000660","SORBERS TRAILER COURT","Y","NY","2","","","A","","CWS",NA,"GW","P","40","State","GW","Y","N","N","20","Y","SMITH, JUSTIN","LAWRENCEVILLE","16929","PA","Y","23-JUN-09","","","ERWIN (T)","Steuben","NY"
"21377","NY5000733","CAMERON VALLEY ESTATES","Y","NY","2","","","A","","CWS",NA,"GW","P","78","State","GW","Y","N","N","30","Y","SMITH, JUSTIN","LAWRENCEVILLE","16929","PA","Y","23-JUN-09","","","CAMERON (T)","Steuben","NY"
"21414","PA7220020","CAMP HEBRON CWS","Y","PA","3","","","A","","CWS",NA,"GW","M","150","State","GW","Y","N","Y","54","Y","CAMP HEBRON CWS","HALIFAX","17032","PA","","","","","Not Reported","Dauphin","PA"
"21420","PA5320109","ICMSA  CROOKED CREEK","Y","PA","3","","","A","","CWS",NA,"SW","L","9400","State","SW","Y","N","N","2921","Y","ICMSA  CROOKED CREEK","INDIANA","15701","PA","","","","","Not Reported","Indiana","PA"
"21430","PA4290830","LEISURE LIVING RETIREMENT HOME","Y","PA","3","","","A","","CWS",NA,"GW","P","40","State","GW","Y","N","N","1","Y","LEISURE LIVING RETIREMENT HOME","FT. LITTLETON","17223","PA","","","","","Not Reported","Fulton","PA"
"21563","PA1150119","GREAT VALLEY W CO-HIGHLAND GL","N","PA","3","01-01","12-31","I","01-JAN-80","CWS",NA,"GW","P","832","State","GW","N","N","N","208","Y","","MALVERN","19355","PA","","","","","W WHITELAND TWP","Chester","PA"
"21564","PA1150120","GREAT VALLEY W CO-MT BRADFORD","N","PA","3","01-01","12-31","I","01-FEB-86","CWS",NA,"GW","P","136","State","GW","N","N","N","34","Y","","MALVERN","19355","PA","","","","","EAST BRADFORD","Chester","PA"
"21565","PA1150121","PHILADELPHIA SUBURBAN WATER CO","N","PA","3","","","I","01-AUG-87","CWS",NA,"GW","P","1200","State","GW","N","N","N","264","Y","","BRYN MAWR","19010","PA","","","","","Not Reported","Chester","PA"
"21566","PA1150122","CHESTER WATER AUTHORITY","N","PA","3","","","I","14-AUG-87","CWS",NA,"GW","L","399","State","GW","N","N","N","99","Y","","CHESTER","19015","PA","","","","","Not Reported","Chester","PA"
"21567","PA1150123","CHESTER WATER AUTHORITY","N","PA","3","01-01","12-31","I","01-SEP-86","CWS",NA,"GW","L","776","State","GW","N","N","N","194","Y","","CHESTER","19015","PA","","","","","KENNETT TWP","Chester","PA"
"21568","PA1150124","GREAT VALLEY W CO-THORNBURY","N","PA","3","01-01","12-31","I","01-JAN-80","CWS",NA,"GW","P","104","State","GW","N","N","N","26","Y","","MALVERN","19355","PA","","","","","Not Reported","Chester","PA"
"21569","PA1150160","SPRING HILL ESTATES","N","PA","3","","","I","08-JUN-88","CWS",NA,"GW","P","63","State","GW","N","N","N","21","Y","","ROYERSFORD","19320","PA","","","","","Not Reported","Chester","PA"
"21570","PA1150161","HIGH POINT ESTATES","N","PA","3","01-01","12-31","I","01-JUN-88","CWS",NA,"GW","P","48","State","GW","N","N","N","16","Y","","COATESVILLE","19320","PA","","","","","Not Reported","Chester","PA"
"21571","PA1150162","THE TIMBERS","N","PA","3","","","I","24-MAY-88","CWS",NA,"GW","P","130","State","GW","N","N","N","36","Y","","DOWNINGTOWN","19355","PA","","","","","Not Reported","Chester","PA"
"21572","PA1150163","PHILADELPHIA SUBURBAN WATER CO","N","PA","3","","","I","22-NOV-93","CWS",NA,"SW","P","130000","State","SW","N","N","N","232265","Y","","BRYN MAWR","19010","PA","","","","","Not Reported","Chester","PA"
